Notes,county,county_code,cause,cause_code,year,year_code,age_group,age_code,sex,sex_code,deaths,cause_category
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2022,2022,65-74 years,65-74,Male,M,38,Heart Disease
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2022,2022,75-84 years,75-84,Female,F,12,Heart Disease
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2022,2022,75-84 years,75-84,Male,M,33,Heart Disease
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2022,2022,85+ years,85+,Female,F,38,Heart Disease
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2022,2022,85+ years,85+,Male,M,18,Heart Disease
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2023,2023,45-54 years,45-54,Male,M,10,Heart Disease
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2023,2023,55-64 years,55-64,Male,M,16,Heart Disease
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2023,2023,65-74 years,65-74,Female,F,13,Heart Disease
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2023,2023,65-74 years,65-74,Male,M,23,Heart Disease
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2023,2023,75-84 years,75-84,Male,M,37,Heart Disease
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2023,2023,85+ years,85+,Female,F,26,Heart Disease
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2023,2023,85+ years,85+,Male,M,28,Heart Disease
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,55-64 years,55-64,Male,M,19,Heart Disease
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,65-74 years,65-74,Male,M,19,Heart Disease
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,85+ years,85+,Female,F,15,Heart Disease
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,85+ years,85+,Male,M,12,Heart Disease
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,55-64 years,55-64,Male,M,25,Heart Disease
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,65-74 years,65-74,Female,F,11,Heart Disease
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,65-74 years,65-74,Male,M,31,Heart Disease
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,75-84 years,75-84,Male,M,22,Heart Disease
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,85+ years,85+,Female,F,15,Heart Disease
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,85+ years,85+,Male,M,13,Heart Disease
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,45-54 years,45-54,Male,M,12,Heart Disease
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,55-64 years,55-64,Female,F,11,Heart Disease
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,55-64 years,55-64,Male,M,21,Heart Disease
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,65-74 years,65-74,Male,M,28,Heart Disease
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,75-84 years,75-84,Female,F,11,Heart Disease
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,75-84 years,75-84,Male,M,18,Heart Disease
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,85+ years,85+,Female,F,18,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2021,2021,55-64 years,55-64,Male,M,14,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2021,2021,65-74 years,65-74,Female,F,12,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2021,2021,65-74 years,65-74,Male,M,26,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2021,2021,75-84 years,75-84,Female,F,21,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2021,2021,75-84 years,75-84,Male,M,57,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2021,2021,85+ years,85+,Female,F,110,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2021,2021,85+ years,85+,Male,M,90,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2022,2022,55-64 years,55-64,Female,F,10,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2022,2022,55-64 years,55-64,Male,M,23,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2022,2022,65-74 years,65-74,Male,M,39,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2022,2022,75-84 years,75-84,Female,F,31,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2022,2022,75-84 years,75-84,Male,M,50,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2022,2022,85+ years,85+,Female,F,86,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2022,2022,85+ years,85+,Male,M,78,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2023,2023,55-64 years,55-64,Male,M,16,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2023,2023,65-74 years,65-74,Female,F,18,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2023,2023,65-74 years,65-74,Male,M,30,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2023,2023,75-84 years,75-84,Female,F,26,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2023,2023,75-84 years,75-84,Male,M,68,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2023,2023,85+ years,85+,Female,F,80,Heart Disease
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2023,2023,85+ years,85+,Male,M,83,Heart Disease
NA,"Essex County, MA",25009,Other secondary pulmonary hypertension,I27.2,2021,2021,85+ years,85+,Female,F,10,Heart Disease
NA,"Essex County, MA",25009,Other secondary pulmonary hypertension,I27.2,2022,2022,85+ years,85+,Female,F,16,Heart Disease
NA,"Essex County, MA",25009,Aortic (valve) stenosis,I35.0,2021,2021,85+ years,85+,Female,F,20,Heart Disease
NA,"Essex County, MA",25009,Aortic (valve) stenosis,I35.0,2022,2022,85+ years,85+,Female,F,17,Heart Disease
NA,"Essex County, MA",25009,Aortic (valve) stenosis,I35.0,2022,2022,85+ years,85+,Male,M,13,Heart Disease
NA,"Essex County, MA",25009,Aortic (valve) stenosis,I35.0,2023,2023,85+ years,85+,Female,F,14,Heart Disease
NA,"Essex County, MA",25009,Aortic (valve) stenosis,I35.0,2023,2023,85+ years,85+,Male,M,11,Heart Disease
NA,"Essex County, MA",25009,"Cardiomyopathy, unspecified",I42.9,2021,2021,75-84 years,75-84,Male,M,13,Heart Disease
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2021,2021,65-74 years,65-74,Male,M,10,Heart Disease
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2021,2021,75-84 years,75-84,Female,F,11,Heart Disease
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2021,2021,85+ years,85+,Female,F,14,Heart Disease
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2021,2021,85+ years,85+,Male,M,10,Heart Disease
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2022,2022,55-64 years,55-64,Male,M,12,Heart Disease
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2022,2022,65-74 years,65-74,Male,M,13,Heart Disease
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2022,2022,75-84 years,75-84,Female,F,10,Heart Disease
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2022,2022,85+ years,85+,Female,F,17,Heart Disease
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2023,2023,55-64 years,55-64,Male,M,12,Heart Disease
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2023,2023,65-74 years,65-74,Male,M,11,Heart Disease
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2023,2023,75-84 years,75-84,Female,F,11,Heart Disease
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2023,2023,85+ years,85+,Female,F,13,Heart Disease
NA,"Essex County, MA",25009,Atrial fibrillation and flutter,I48,2021,2021,65-74 years,65-74,Male,M,11,Heart Disease
NA,"Essex County, MA",25009,Atrial fibrillation and flutter,I48,2021,2021,85+ years,85+,Female,F,30,Heart Disease
NA,"Essex County, MA",25009,Atrial fibrillation and flutter,I48,2021,2021,85+ years,85+,Male,M,18,Heart Disease
NA,"Essex County, MA",25009,Atrial fibrillation and flutter,I48,2022,2022,75-84 years,75-84,Female,F,14,Heart Disease
NA,"Essex County, MA",25009,Atrial fibrillation and flutter,I48,2022,2022,75-84 years,75-84,Male,M,18,Heart Disease
NA,"Essex County, MA",25009,Atrial fibrillation and flutter,I48,2022,2022,85+ years,85+,Female,F,40,Heart Disease
NA,"Essex County, MA",25009,Atrial fibrillation and flutter,I48,2022,2022,85+ years,85+,Male,M,24,Heart Disease
NA,"Essex County, MA",25009,Atrial fibrillation and flutter,I48,2023,2023,75-84 years,75-84,Male,M,12,Heart Disease
NA,"Essex County, MA",25009,Atrial fibrillation and flutter,I48,2023,2023,85+ years,85+,Female,F,39,Heart Disease
NA,"Essex County, MA",25009,Atrial fibrillation and flutter,I48,2023,2023,85+ years,85+,Male,M,20,Heart Disease
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2021,2021,65-74 years,65-74,Female,F,10,Heart Disease
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2021,2021,75-84 years,75-84,Female,F,16,Heart Disease
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2021,2021,75-84 years,75-84,Male,M,17,Heart Disease
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2021,2021,85+ years,85+,Female,F,72,Heart Disease
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2021,2021,85+ years,85+,Male,M,45,Heart Disease
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2022,2022,75-84 years,75-84,Female,F,10,Heart Disease
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2022,2022,75-84 years,75-84,Male,M,18,Heart Disease
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2022,2022,85+ years,85+,Female,F,70,Heart Disease
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2022,2022,85+ years,85+,Male,M,46,Heart Disease
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2023,2023,75-84 years,75-84,Female,F,15,Heart Disease
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2023,2023,75-84 years,75-84,Male,M,15,Heart Disease
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2023,2023,85+ years,85+,Female,F,65,Heart Disease
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2023,2023,85+ years,85+,Male,M,29,Heart Disease
NA,"Essex County, MA",25009,"Heart failure, unspecified",I50.9,2021,2021,85+ years,85+,Female,F,12,Heart Disease
NA,"Essex County, MA",25009,"Heart failure, unspecified",I50.9,2021,2021,85+ years,85+,Male,M,18,Heart Disease
NA,"Essex County, MA",25009,"Heart failure, unspecified",I50.9,2022,2022,75-84 years,75-84,Male,M,11,Heart Disease
NA,"Essex County, MA",25009,"Heart failure, unspecified",I50.9,2022,2022,85+ years,85+,Female,F,14,Heart Disease
NA,"Essex County, MA",25009,"Heart failure, unspecified",I50.9,2023,2023,75-84 years,75-84,Male,M,10,Heart Disease
NA,"Essex County, MA",25009,"Heart failure, unspecified",I50.9,2023,2023,85+ years,85+,Female,F,18,Heart Disease
NA,"Essex County, MA",25009,"Heart failure, unspecified",I50.9,2023,2023,85+ years,85+,Male,M,13,Heart Disease
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2021,2021,75-84 years,75-84,Female,F,15,Stroke
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2021,2021,75-84 years,75-84,Male,M,12,Stroke
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2021,2021,85+ years,85+,Female,F,43,Stroke
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2021,2021,85+ years,85+,Male,M,17,Stroke
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,65-74 years,65-74,Male,M,10,Stroke
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,75-84 years,75-84,Female,F,20,Stroke
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,75-84 years,75-84,Male,M,15,Stroke
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,85+ years,85+,Female,F,32,Stroke
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,85+ years,85+,Male,M,16,Stroke
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2023,2023,65-74 years,65-74,Male,M,15,Stroke
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2023,2023,75-84 years,75-84,Female,F,12,Stroke
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2023,2023,75-84 years,75-84,Male,M,12,Stroke
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2023,2023,85+ years,85+,Female,F,43,Stroke
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2023,2023,85+ years,85+,Male,M,20,Stroke
NA,"Essex County, MA",25009,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,2021,2021,85+ years,85+,Female,F,11,Stroke
NA,"Essex County, MA",25009,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,2022,2022,85+ years,85+,Female,F,10,Stroke
NA,"Essex County, MA",25009,Sequelae of other and unspecified cerebrovascular diseases,I69.8,2021,2021,85+ years,85+,Female,F,11,Stroke
NA,"Essex County, MA",25009,Sequelae of other and unspecified cerebrovascular diseases,I69.8,2022,2022,85+ years,85+,Female,F,20,Stroke
NA,"Essex County, MA",25009,Sequelae of other and unspecified cerebrovascular diseases,I69.8,2023,2023,75-84 years,75-84,Female,F,10,Stroke
NA,"Essex County, MA",25009,Sequelae of other and unspecified cerebrovascular diseases,I69.8,2023,2023,85+ years,85+,Female,F,17,Stroke
NA,"Franklin County, MA",25011,Congestive heart failure,I50.0,2021,2021,85+ years,85+,Female,F,12,Heart Disease
NA,"Franklin County, MA",25011,Congestive heart failure,I50.0,2022,2022,85+ years,85+,Female,F,10,Heart Disease
NA,"Franklin County, MA",25011,Congestive heart failure,I50.0,2023,2023,85+ years,85+,Female,F,14,Heart Disease
NA,"Hampden County, MA",25013,"Unspecified diabetes mellitus, without complications",E14.9,2021,2021,75-84 years,75-84,Male,M,12,Diabetes
NA,"Hampden County, MA",25013,"Unspecified diabetes mellitus, without complications",E14.9,2022,2022,75-84 years,75-84,Female,F,11,Diabetes
NA,"Hampden County, MA",25013,"Unspecified diabetes mellitus, without complications",E14.9,2023,2023,65-74 years,65-74,Female,F,10,Diabetes
NA,"Hampden County, MA",25013,Hypertensive heart disease with (congestive) heart failure,I11.0,2023,2023,85+ years,85+,Female,F,10,Heart Disease
NA,"Hampden County, MA",25013,"Acute myocardial infarction, unspecified",I21.9,2021,2021,55-64 years,55-64,Male,M,15,Heart Disease
NA,"Hampden County, MA",25013,"Acute myocardial infarction, unspecified",I21.9,2021,2021,65-74 years,65-74,Male,M,26,Heart Disease
NA,"Hampden County, MA",25013,"Acute myocardial infarction, unspecified",I21.9,2021,2021,75-84 years,75-84,Female,F,14,Heart Disease
NA,"Hampden County, MA",25013,"Acute myocardial infarction, unspecified",I21.9,2021,2021,75-84 years,75-84,Male,M,20,Heart Disease
NA,"Hampden County, MA",25013,"Acute myocardial infarction, unspecified",I21.9,2021,2021,85+ years,85+,Female,F,24,Heart Disease
NA,"Hampden County, MA",25013,"Acute myocardial infarction, unspecified",I21.9,2021,2021,85+ years,85+,Male,M,13,Heart Disease
NA,"Hampden County, MA",25013,"Acute myocardial infarction, unspecified",I21.9,2022,2022,55-64 years,55-64,Male,M,12,Heart Disease
NA,"Hampden County, MA",25013,"Acute myocardial infarction, unspecified",I21.9,2022,2022,65-74 years,65-74,Male,M,16,Heart Disease
NA,"Hampden County, MA",25013,"Acute myocardial infarction, unspecified",I21.9,2022,2022,75-84 years,75-84,Male,M,12,Heart Disease
NA,"Hampden County, MA",25013,"Acute myocardial infarction, unspecified",I21.9,2022,2022,85+ years,85+,Female,F,24,Heart Disease
NA,"Hampden County, MA",25013,"Acute myocardial infarction, unspecified",I21.9,2023,2023,65-74 years,65-74,Male,M,12,Heart Disease
NA,"Hampden County, MA",25013,"Acute myocardial infarction, unspecified",I21.9,2023,2023,75-84 years,75-84,Female,F,10,Heart Disease
NA,"Hampden County, MA",25013,"Acute myocardial infarction, unspecified",I21.9,2023,2023,75-84 years,75-84,Male,M,15,Heart Disease
NA,"Hampden County, MA",25013,"Acute myocardial infarction, unspecified",I21.9,2023,2023,85+ years,85+,Female,F,10,Heart Disease
NA,"Hampden County, MA",25013,"Acute myocardial infarction, unspecified",I21.9,2023,2023,85+ years,85+,Male,M,12,Heart Disease
NA,"Hampden County, MA",25013,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,55-64 years,55-64,Male,M,13,Heart Disease
NA,"Hampden County, MA",25013,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,65-74 years,65-74,Male,M,16,Heart Disease
NA,"Hampden County, MA",25013,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,75-84 years,75-84,Male,M,10,Heart Disease
NA,"Hampden County, MA",25013,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,75-84 years,75-84,Male,M,14,Heart Disease
NA,"Hampden County, MA",25013,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,45-54 years,45-54,Male,M,11,Heart Disease
NA,"Hampden County, MA",25013,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,55-64 years,55-64,Male,M,18,Heart Disease
NA,"Hampden County, MA",25013,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,65-74 years,65-74,Male,M,19,Heart Disease
NA,"Hampden County, MA",25013,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,75-84 years,75-84,Male,M,10,Heart Disease
NA,"Hampden County, MA",25013,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,85+ years,85+,Female,F,10,Heart Disease
NA,"Hampden County, MA",25013,Atherosclerotic heart disease,I25.1,2021,2021,55-64 years,55-64,Male,M,12,Heart Disease
NA,"Hampden County, MA",25013,Atherosclerotic heart disease,I25.1,2021,2021,65-74 years,65-74,Female,F,14,Heart Disease
NA,"Hampden County, MA",25013,Atherosclerotic heart disease,I25.1,2021,2021,65-74 years,65-74,Male,M,23,Heart Disease
NA,"Hampden County, MA",25013,Atherosclerotic heart disease,I25.1,2021,2021,75-84 years,75-84,Female,F,16,Heart Disease
NA,"Hampden County, MA",25013,Atherosclerotic heart disease,I25.1,2021,2021,75-84 years,75-84,Male,M,39,Heart Disease
NA,"Hampden County, MA",25013,Atherosclerotic heart disease,I25.1,2021,2021,85+ years,85+,Female,F,29,Heart Disease
NA,"Hampden County, MA",25013,Atherosclerotic heart disease,I25.1,2021,2021,85+ years,85+,Male,M,39,Heart Disease
NA,"Hampden County, MA",25013,Atherosclerotic heart disease,I25.1,2022,2022,65-74 years,65-74,Male,M,32,Heart Disease
NA,"Hampden County, MA",25013,Atherosclerotic heart disease,I25.1,2022,2022,75-84 years,75-84,Female,F,22,Heart Disease
NA,"Hampden County, MA",25013,Atherosclerotic heart disease,I25.1,2022,2022,75-84 years,75-84,Male,M,39,Heart Disease
NA,"Hampden County, MA",25013,Atherosclerotic heart disease,I25.1,2022,2022,85+ years,85+,Female,F,41,Heart Disease
NA,"Hampden County, MA",25013,Atherosclerotic heart disease,I25.1,2022,2022,85+ years,85+,Male,M,27,Heart Disease
NA,"Hampden County, MA",25013,Atherosclerotic heart disease,I25.1,2023,2023,65-74 years,65-74,Female,F,13,Heart Disease
NA,"Hampden County, MA",25013,Atherosclerotic heart disease,I25.1,2023,2023,65-74 years,65-74,Male,M,29,Heart Disease
NA,"Hampden County, MA",25013,Atherosclerotic heart disease,I25.1,2023,2023,75-84 years,75-84,Female,F,17,Heart Disease
NA,"Hampden County, MA",25013,Atherosclerotic heart disease,I25.1,2023,2023,75-84 years,75-84,Male,M,31,Heart Disease
NA,"Hampden County, MA",25013,Atherosclerotic heart disease,I25.1,2023,2023,85+ years,85+,Female,F,40,Heart Disease
NA,"Hampden County, MA",25013,Atherosclerotic heart disease,I25.1,2023,2023,85+ years,85+,Male,M,26,Heart Disease
NA,"Hampden County, MA",25013,Ischaemic cardiomyopathy,I25.5,2022,2022,85+ years,85+,Male,M,15,Heart Disease
NA,"Hampden County, MA",25013,Aortic (valve) stenosis,I35.0,2021,2021,85+ years,85+,Female,F,15,Heart Disease
NA,"Hampden County, MA",25013,Aortic (valve) stenosis,I35.0,2022,2022,85+ years,85+,Female,F,14,Heart Disease
NA,"Hampden County, MA",25013,Aortic (valve) stenosis,I35.0,2023,2023,85+ years,85+,Female,F,13,Heart Disease
NA,"Hampden County, MA",25013,"Cardiomyopathy, unspecified",I42.9,2022,2022,85+ years,85+,Female,F,11,Heart Disease
NA,"Hampden County, MA",25013,Atrial fibrillation and flutter,I48,2021,2021,85+ years,85+,Female,F,16,Heart Disease
NA,"Hampden County, MA",25013,Atrial fibrillation and flutter,I48,2021,2021,85+ years,85+,Male,M,11,Heart Disease
NA,"Hampden County, MA",25013,Atrial fibrillation and flutter,I48,2022,2022,85+ years,85+,Female,F,12,Heart Disease
NA,"Hampden County, MA",25013,Atrial fibrillation and flutter,I48,2022,2022,85+ years,85+,Male,M,11,Heart Disease
NA,"Hampden County, MA",25013,Atrial fibrillation and flutter,I48,2023,2023,75-84 years,75-84,Female,F,10,Heart Disease
NA,"Hampden County, MA",25013,Atrial fibrillation and flutter,I48,2023,2023,85+ years,85+,Female,F,28,Heart Disease
NA,"Hampden County, MA",25013,Atrial fibrillation and flutter,I48,2023,2023,85+ years,85+,Male,M,10,Heart Disease
NA,"Hampden County, MA",25013,"Cardiac arrhythmia, unspecified",I49.9,2022,2022,55-64 years,55-64,Male,M,10,Heart Disease
NA,"Hampden County, MA",25013,"Cardiac arrhythmia, unspecified",I49.9,2023,2023,65-74 years,65-74,Female,F,10,Heart Disease
NA,"Hampden County, MA",25013,"Cardiac arrhythmia, unspecified",I49.9,2023,2023,65-74 years,65-74,Male,M,10,Heart Disease
NA,"Hampden County, MA",25013,Congestive heart failure,I50.0,2021,2021,75-84 years,75-84,Female,F,12,Heart Disease
NA,"Hampden County, MA",25013,Congestive heart failure,I50.0,2021,2021,75-84 years,75-84,Male,M,11,Heart Disease
NA,"Hampden County, MA",25013,Congestive heart failure,I50.0,2021,2021,85+ years,85+,Female,F,59,Heart Disease
NA,"Hampden County, MA",25013,Congestive heart failure,I50.0,2021,2021,85+ years,85+,Male,M,29,Heart Disease
NA,"Hampden County, MA",25013,Congestive heart failure,I50.0,2022,2022,65-74 years,65-74,Male,M,13,Heart Disease
NA,"Hampden County, MA",25013,Congestive heart failure,I50.0,2022,2022,75-84 years,75-84,Female,F,10,Heart Disease
NA,"Hampden County, MA",25013,Congestive heart failure,I50.0,2022,2022,75-84 years,75-84,Male,M,21,Heart Disease
NA,"Hampden County, MA",25013,Congestive heart failure,I50.0,2022,2022,85+ years,85+,Female,F,58,Heart Disease
NA,"Hampden County, MA",25013,Congestive heart failure,I50.0,2022,2022,85+ years,85+,Male,M,31,Heart Disease
NA,"Hampden County, MA",25013,Congestive heart failure,I50.0,2023,2023,75-84 years,75-84,Female,F,17,Heart Disease
NA,"Hampden County, MA",25013,Congestive heart failure,I50.0,2023,2023,75-84 years,75-84,Male,M,13,Heart Disease
NA,"Hampden County, MA",25013,Congestive heart failure,I50.0,2023,2023,85+ years,85+,Female,F,41,Heart Disease
NA,"Hampden County, MA",25013,Congestive heart failure,I50.0,2023,2023,85+ years,85+,Male,M,33,Heart Disease
NA,"Hampden County, MA",25013,"Heart failure, unspecified",I50.9,2021,2021,85+ years,85+,Female,F,21,Heart Disease
NA,"Hampden County, MA",25013,"Heart failure, unspecified",I50.9,2021,2021,85+ years,85+,Male,M,10,Heart Disease
NA,"Hampden County, MA",25013,"Heart failure, unspecified",I50.9,2022,2022,75-84 years,75-84,Female,F,12,Heart Disease
NA,"Hampden County, MA",25013,"Heart failure, unspecified",I50.9,2022,2022,85+ years,85+,Female,F,15,Heart Disease
NA,"Hampden County, MA",25013,"Heart failure, unspecified",I50.9,2022,2022,85+ years,85+,Male,M,10,Heart Disease
NA,"Hampden County, MA",25013,"Heart failure, unspecified",I50.9,2023,2023,75-84 years,75-84,Female,F,10,Heart Disease
NA,"Hampden County, MA",25013,"Heart failure, unspecified",I50.9,2023,2023,85+ years,85+,Female,F,24,Heart Disease
NA,"Hampden County, MA",25013,"Heart failure, unspecified",I50.9,2023,2023,85+ years,85+,Male,M,15,Heart Disease
NA,"Hampden County, MA",25013,"Stroke, not specified as haemorrhage or infarction",I64,2021,2021,75-84 years,75-84,Female,F,13,Stroke
NA,"Hampden County, MA",25013,"Stroke, not specified as haemorrhage or infarction",I64,2021,2021,85+ years,85+,Female,F,31,Stroke
NA,"Hampden County, MA",25013,"Stroke, not specified as haemorrhage or infarction",I64,2021,2021,85+ years,85+,Male,M,17,Stroke
NA,"Hampden County, MA",25013,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,85+ years,85+,Female,F,26,Stroke
NA,"Hampden County, MA",25013,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,85+ years,85+,Male,M,15,Stroke
NA,"Hampden County, MA",25013,"Stroke, not specified as haemorrhage or infarction",I64,2023,2023,85+ years,85+,Female,F,26,Stroke
NA,"Hampshire County, MA",25015,"Acute myocardial infarction, unspecified",I21.9,2021,2021,85+ years,85+,Female,F,10,Heart Disease
NA,"Hampshire County, MA",25015,Atherosclerotic heart disease,I25.1,2021,2021,85+ years,85+,Female,F,13,Heart Disease
NA,"Hampshire County, MA",25015,Atherosclerotic heart disease,I25.1,2021,2021,85+ years,85+,Male,M,17,Heart Disease
NA,"Hampshire County, MA",25015,Atherosclerotic heart disease,I25.1,2022,2022,85+ years,85+,Female,F,10,Heart Disease
NA,"Hampshire County, MA",25015,Atherosclerotic heart disease,I25.1,2022,2022,85+ years,85+,Male,M,18,Heart Disease
NA,"Hampshire County, MA",25015,Atherosclerotic heart disease,I25.1,2023,2023,75-84 years,75-84,Male,M,11,Heart Disease
