Notes,County,County Code,Cause of death,Cause of death Code,Year,Year Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Sex,Sex Code,Deaths
NA,"Essex County, MA",25009,Hypertensive heart disease with (congestive) heart failure,I11.0,2022,2022,85+ years,85+,Male,M,10
NA,"Essex County, MA",25009,Hypertensive heart disease with (congestive) heart failure,I11.0,2023,2023,85+ years,85+,Female,F,22
NA,"Essex County, MA",25009,Hypertensive heart disease with (congestive) heart failure,I11.0,2023,2023,85+ years,85+,Male,M,12
NA,"Essex County, MA",25009,Hypertensive heart disease without (congestive) heart failure,I11.9,2021,2021,85+ years,85+,Female,F,13
NA,"Essex County, MA",25009,Hypertensive heart disease without (congestive) heart failure,I11.9,2022,2022,85+ years,85+,Female,F,14
NA,"Essex County, MA",25009,Hypertensive renal disease with renal failure,I12.0,2022,2022,85+ years,85+,Female,F,13
NA,"Essex County, MA",25009,Hypertensive renal disease with renal failure,I12.0,2023,2023,85+ years,85+,Female,F,10
NA,"Essex County, MA",25009,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,2022,2022,85+ years,85+,Female,F,11
NA,"Essex County, MA",25009,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,2023,2023,85+ years,85+,Female,F,11
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2021,2021,55-64 years,55-64,Male,M,16
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2021,2021,65-74 years,65-74,Female,F,16
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2021,2021,65-74 years,65-74,Male,M,23
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2021,2021,75-84 years,75-84,Female,F,16
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2021,2021,75-84 years,75-84,Male,M,17
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2021,2021,85+ years,85+,Female,F,26
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2021,2021,85+ years,85+,Male,M,13
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2022,2022,55-64 years,55-64,Male,M,15
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2022,2022,65-74 years,65-74,Female,F,11
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2022,2022,65-74 years,65-74,Male,M,38
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2022,2022,75-84 years,75-84,Female,F,12
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2022,2022,75-84 years,75-84,Male,M,33
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2022,2022,85+ years,85+,Female,F,38
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2022,2022,85+ years,85+,Male,M,18
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2023,2023,45-54 years,45-54,Male,M,10
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2023,2023,55-64 years,55-64,Male,M,16
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2023,2023,65-74 years,65-74,Female,F,13
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2023,2023,65-74 years,65-74,Male,M,23
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2023,2023,75-84 years,75-84,Male,M,37
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2023,2023,85+ years,85+,Female,F,26
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2023,2023,85+ years,85+,Male,M,28
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,55-64 years,55-64,Male,M,19
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,65-74 years,65-74,Male,M,19
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,85+ years,85+,Female,F,15
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,85+ years,85+,Male,M,12
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,55-64 years,55-64,Male,M,25
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,65-74 years,65-74,Female,F,11
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,65-74 years,65-74,Male,M,31
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,75-84 years,75-84,Male,M,22
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,85+ years,85+,Female,F,15
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,85+ years,85+,Male,M,13
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,45-54 years,45-54,Male,M,12
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,55-64 years,55-64,Female,F,11
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,55-64 years,55-64,Male,M,21
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,65-74 years,65-74,Male,M,28
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,75-84 years,75-84,Female,F,11
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,75-84 years,75-84,Male,M,18
NA,"Essex County, MA",25009,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,85+ years,85+,Female,F,18
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2021,2021,55-64 years,55-64,Male,M,14
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2021,2021,65-74 years,65-74,Female,F,12
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2021,2021,65-74 years,65-74,Male,M,26
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2021,2021,75-84 years,75-84,Female,F,21
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2021,2021,75-84 years,75-84,Male,M,57
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2021,2021,85+ years,85+,Female,F,110
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2021,2021,85+ years,85+,Male,M,90
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2022,2022,55-64 years,55-64,Female,F,10
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2022,2022,55-64 years,55-64,Male,M,23
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2022,2022,65-74 years,65-74,Male,M,39
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2022,2022,75-84 years,75-84,Female,F,31
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2022,2022,75-84 years,75-84,Male,M,50
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2022,2022,85+ years,85+,Female,F,86
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2022,2022,85+ years,85+,Male,M,78
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2023,2023,55-64 years,55-64,Male,M,16
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2023,2023,65-74 years,65-74,Female,F,18
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2023,2023,65-74 years,65-74,Male,M,30
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2023,2023,75-84 years,75-84,Female,F,26
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2023,2023,75-84 years,75-84,Male,M,68
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2023,2023,85+ years,85+,Female,F,80
NA,"Essex County, MA",25009,Atherosclerotic heart disease,I25.1,2023,2023,85+ years,85+,Male,M,83
NA,"Essex County, MA",25009,Other secondary pulmonary hypertension,I27.2,2021,2021,85+ years,85+,Female,F,10
NA,"Essex County, MA",25009,Other secondary pulmonary hypertension,I27.2,2022,2022,85+ years,85+,Female,F,16
NA,"Essex County, MA",25009,Aortic (valve) stenosis,I35.0,2021,2021,85+ years,85+,Female,F,20
NA,"Essex County, MA",25009,Aortic (valve) stenosis,I35.0,2022,2022,85+ years,85+,Female,F,17
NA,"Essex County, MA",25009,Aortic (valve) stenosis,I35.0,2022,2022,85+ years,85+,Male,M,13
NA,"Essex County, MA",25009,Aortic (valve) stenosis,I35.0,2023,2023,85+ years,85+,Female,F,14
NA,"Essex County, MA",25009,Aortic (valve) stenosis,I35.0,2023,2023,85+ years,85+,Male,M,11
NA,"Essex County, MA",25009,"Cardiomyopathy, unspecified",I42.9,2021,2021,75-84 years,75-84,Male,M,13
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2021,2021,65-74 years,65-74,Male,M,10
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2021,2021,75-84 years,75-84,Female,F,11
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2021,2021,85+ years,85+,Female,F,14
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2021,2021,85+ years,85+,Male,M,10
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2022,2022,55-64 years,55-64,Male,M,12
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2022,2022,65-74 years,65-74,Male,M,13
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2022,2022,75-84 years,75-84,Female,F,10
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2022,2022,85+ years,85+,Female,F,17
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2023,2023,55-64 years,55-64,Male,M,12
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2023,2023,65-74 years,65-74,Male,M,11
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2023,2023,75-84 years,75-84,Female,F,11
NA,"Essex County, MA",25009,"Cardiac arrest, unspecified",I46.9,2023,2023,85+ years,85+,Female,F,13
NA,"Essex County, MA",25009,Atrial fibrillation and flutter,I48,2021,2021,65-74 years,65-74,Male,M,11
NA,"Essex County, MA",25009,Atrial fibrillation and flutter,I48,2021,2021,85+ years,85+,Female,F,30
NA,"Essex County, MA",25009,Atrial fibrillation and flutter,I48,2021,2021,85+ years,85+,Male,M,18
NA,"Essex County, MA",25009,Atrial fibrillation and flutter,I48,2022,2022,75-84 years,75-84,Female,F,14
NA,"Essex County, MA",25009,Atrial fibrillation and flutter,I48,2022,2022,75-84 years,75-84,Male,M,18
NA,"Essex County, MA",25009,Atrial fibrillation and flutter,I48,2022,2022,85+ years,85+,Female,F,40
NA,"Essex County, MA",25009,Atrial fibrillation and flutter,I48,2022,2022,85+ years,85+,Male,M,24
NA,"Essex County, MA",25009,Atrial fibrillation and flutter,I48,2023,2023,75-84 years,75-84,Male,M,12
NA,"Essex County, MA",25009,Atrial fibrillation and flutter,I48,2023,2023,85+ years,85+,Female,F,39
NA,"Essex County, MA",25009,Atrial fibrillation and flutter,I48,2023,2023,85+ years,85+,Male,M,20
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2021,2021,65-74 years,65-74,Female,F,10
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2021,2021,75-84 years,75-84,Female,F,16
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2021,2021,75-84 years,75-84,Male,M,17
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2021,2021,85+ years,85+,Female,F,72
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2021,2021,85+ years,85+,Male,M,45
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2022,2022,75-84 years,75-84,Female,F,10
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2022,2022,75-84 years,75-84,Male,M,18
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2022,2022,85+ years,85+,Female,F,70
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2022,2022,85+ years,85+,Male,M,46
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2023,2023,75-84 years,75-84,Female,F,15
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2023,2023,75-84 years,75-84,Male,M,15
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2023,2023,85+ years,85+,Female,F,65
NA,"Essex County, MA",25009,Congestive heart failure,I50.0,2023,2023,85+ years,85+,Male,M,29
NA,"Essex County, MA",25009,"Heart failure, unspecified",I50.9,2021,2021,85+ years,85+,Female,F,12
NA,"Essex County, MA",25009,"Heart failure, unspecified",I50.9,2021,2021,85+ years,85+,Male,M,18
NA,"Essex County, MA",25009,"Heart failure, unspecified",I50.9,2022,2022,75-84 years,75-84,Male,M,11
NA,"Essex County, MA",25009,"Heart failure, unspecified",I50.9,2022,2022,85+ years,85+,Female,F,14
NA,"Essex County, MA",25009,"Heart failure, unspecified",I50.9,2023,2023,75-84 years,75-84,Male,M,10
NA,"Essex County, MA",25009,"Heart failure, unspecified",I50.9,2023,2023,85+ years,85+,Female,F,18
NA,"Essex County, MA",25009,"Heart failure, unspecified",I50.9,2023,2023,85+ years,85+,Male,M,13
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2021,2021,75-84 years,75-84,Female,F,15
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2021,2021,75-84 years,75-84,Male,M,12
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2021,2021,85+ years,85+,Female,F,43
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2021,2021,85+ years,85+,Male,M,17
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,65-74 years,65-74,Male,M,10
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,75-84 years,75-84,Female,F,20
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,75-84 years,75-84,Male,M,15
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,85+ years,85+,Female,F,32
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,85+ years,85+,Male,M,16
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2023,2023,65-74 years,65-74,Male,M,15
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2023,2023,75-84 years,75-84,Female,F,12
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2023,2023,75-84 years,75-84,Male,M,12
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2023,2023,85+ years,85+,Female,F,43
NA,"Essex County, MA",25009,"Stroke, not specified as haemorrhage or infarction",I64,2023,2023,85+ years,85+,Male,M,20
NA,"Essex County, MA",25009,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,2021,2021,85+ years,85+,Female,F,11
NA,"Essex County, MA",25009,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,2022,2022,85+ years,85+,Female,F,10
NA,"Essex County, MA",25009,Sequelae of other and unspecified cerebrovascular diseases,I69.8,2021,2021,85+ years,85+,Female,F,11
NA,"Essex County, MA",25009,Sequelae of other and unspecified cerebrovascular diseases,I69.8,2022,2022,85+ years,85+,Female,F,20
NA,"Essex County, MA",25009,Sequelae of other and unspecified cerebrovascular diseases,I69.8,2023,2023,75-84 years,75-84,Female,F,10
NA,"Essex County, MA",25009,Sequelae of other and unspecified cerebrovascular diseases,I69.8,2023,2023,85+ years,85+,Female,F,17
NA,"Essex County, MA",25009,"Pneumonia, unspecified",J18.9,2021,2021,65-74 years,65-74,Male,M,12
NA,"Essex County, MA",25009,"Pneumonia, unspecified",J18.9,2021,2021,75-84 years,75-84,Male,M,15
NA,"Essex County, MA",25009,"Pneumonia, unspecified",J18.9,2021,2021,85+ years,85+,Female,F,22
NA,"Essex County, MA",25009,"Pneumonia, unspecified",J18.9,2021,2021,85+ years,85+,Male,M,16
NA,"Essex County, MA",25009,"Pneumonia, unspecified",J18.9,2022,2022,75-84 years,75-84,Female,F,14
NA,"Essex County, MA",25009,"Pneumonia, unspecified",J18.9,2022,2022,75-84 years,75-84,Male,M,11
NA,"Essex County, MA",25009,"Pneumonia, unspecified",J18.9,2022,2022,85+ years,85+,Female,F,23
NA,"Essex County, MA",25009,"Pneumonia, unspecified",J18.9,2022,2022,85+ years,85+,Male,M,11
NA,"Essex County, MA",25009,"Pneumonia, unspecified",J18.9,2023,2023,75-84 years,75-84,Male,M,15
NA,"Essex County, MA",25009,"Pneumonia, unspecified",J18.9,2023,2023,85+ years,85+,Female,F,33
NA,"Essex County, MA",25009,"Pneumonia, unspecified",J18.9,2023,2023,85+ years,85+,Male,M,26
NA,"Essex County, MA",25009,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,2022,2022,75-84 years,75-84,Male,M,10
NA,"Essex County, MA",25009,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,2023,2023,85+ years,85+,Female,F,11
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,55-64 years,55-64,Female,F,10
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,65-74 years,65-74,Female,F,22
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,65-74 years,65-74,Male,M,21
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,75-84 years,75-84,Female,F,35
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,75-84 years,75-84,Male,M,27
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,85+ years,85+,Female,F,51
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,85+ years,85+,Male,M,25
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,55-64 years,55-64,Female,F,10
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,65-74 years,65-74,Female,F,23
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,65-74 years,65-74,Male,M,20
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,75-84 years,75-84,Female,F,28
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,75-84 years,75-84,Male,M,22
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,85+ years,85+,Female,F,35
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,85+ years,85+,Male,M,20
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2023,2023,55-64 years,55-64,Female,F,11
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2023,2023,65-74 years,65-74,Female,F,21
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2023,2023,65-74 years,65-74,Male,M,18
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2023,2023,75-84 years,75-84,Female,F,49
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2023,2023,75-84 years,75-84,Male,M,20
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2023,2023,85+ years,85+,Female,F,42
NA,"Essex County, MA",25009,"Chronic obstructive pulmonary disease, unspecified",J44.9,2023,2023,85+ years,85+,Male,M,19
NA,"Essex County, MA",25009,Pneumonitis due to food and vomit,J69.0,2021,2021,75-84 years,75-84,Male,M,14
NA,"Essex County, MA",25009,Pneumonitis due to food and vomit,J69.0,2021,2021,85+ years,85+,Female,F,17
NA,"Essex County, MA",25009,Pneumonitis due to food and vomit,J69.0,2021,2021,85+ years,85+,Male,M,23
NA,"Essex County, MA",25009,Pneumonitis due to food and vomit,J69.0,2022,2022,75-84 years,75-84,Female,F,11
NA,"Essex County, MA",25009,Pneumonitis due to food and vomit,J69.0,2022,2022,75-84 years,75-84,Male,M,11
NA,"Essex County, MA",25009,Pneumonitis due to food and vomit,J69.0,2022,2022,85+ years,85+,Female,F,15
NA,"Essex County, MA",25009,Pneumonitis due to food and vomit,J69.0,2022,2022,85+ years,85+,Male,M,11
NA,"Essex County, MA",25009,Pneumonitis due to food and vomit,J69.0,2023,2023,75-84 years,75-84,Male,M,12
NA,"Essex County, MA",25009,Pneumonitis due to food and vomit,J69.0,2023,2023,85+ years,85+,Female,F,14
NA,"Essex County, MA",25009,Pneumonitis due to food and vomit,J69.0,2023,2023,85+ years,85+,Male,M,16
NA,"Essex County, MA",25009,Other interstitial pulmonary diseases with fibrosis,J84.1,2023,2023,75-84 years,75-84,Male,M,10
NA,"Essex County, MA",25009,Other interstitial pulmonary diseases with fibrosis,J84.1,2023,2023,85+ years,85+,Female,F,11
NA,"Essex County, MA",25009,"Interstitial pulmonary disease, unspecified",J84.9,2021,2021,75-84 years,75-84,Female,F,11
NA,"Essex County, MA",25009,"Interstitial pulmonary disease, unspecified",J84.9,2022,2022,75-84 years,75-84,Male,M,12
NA,"Franklin County, MA",25011,Unspecified dementia,F03,2021,2021,85+ years,85+,Female,F,17
NA,"Franklin County, MA",25011,Unspecified dementia,F03,2022,2022,75-84 years,75-84,Female,F,13
NA,"Franklin County, MA",25011,Unspecified dementia,F03,2022,2022,85+ years,85+,Female,F,24
NA,"Franklin County, MA",25011,Unspecified dementia,F03,2022,2022,85+ years,85+,Male,M,11
NA,"Franklin County, MA",25011,Unspecified dementia,F03,2023,2023,85+ years,85+,Female,F,28
NA,"Franklin County, MA",25011,Unspecified dementia,F03,2023,2023,85+ years,85+,Male,M,11
NA,"Franklin County, MA",25011,Congestive heart failure,I50.0,2021,2021,85+ years,85+,Female,F,12
NA,"Franklin County, MA",25011,Congestive heart failure,I50.0,2022,2022,85+ years,85+,Female,F,10
NA,"Franklin County, MA",25011,Congestive heart failure,I50.0,2023,2023,85+ years,85+,Female,F,14
NA,"Hampden County, MA",25013,"Unspecified diabetes mellitus, without complications",E14.9,2021,2021,75-84 years,75-84,Male,M,12
NA,"Hampden County, MA",25013,"Unspecified diabetes mellitus, without complications",E14.9,2022,2022,75-84 years,75-84,Female,F,11
NA,"Hampden County, MA",25013,"Unspecified diabetes mellitus, without complications",E14.9,2023,2023,65-74 years,65-74,Female,F,10
NA,"Hampden County, MA",25013,"Vascular dementia, unspecified",F01.9,2021,2021,85+ years,85+,Female,F,19
NA,"Hampden County, MA",25013,"Vascular dementia, unspecified",F01.9,2022,2022,85+ years,85+,Female,F,11
NA,"Hampden County, MA",25013,"Vascular dementia, unspecified",F01.9,2023,2023,85+ years,85+,Female,F,11
NA,"Hampden County, MA",25013,Unspecified dementia,F03,2021,2021,65-74 years,65-74,Male,M,14
NA,"Hampden County, MA",25013,Unspecified dementia,F03,2021,2021,75-84 years,75-84,Female,F,57
NA,"Hampden County, MA",25013,Unspecified dementia,F03,2021,2021,75-84 years,75-84,Male,M,36
NA,"Hampden County, MA",25013,Unspecified dementia,F03,2021,2021,85+ years,85+,Female,F,207
NA,"Hampden County, MA",25013,Unspecified dementia,F03,2021,2021,85+ years,85+,Male,M,87
NA,"Hampden County, MA",25013,Unspecified dementia,F03,2022,2022,65-74 years,65-74,Female,F,19
NA,"Hampden County, MA",25013,Unspecified dementia,F03,2022,2022,65-74 years,65-74,Male,M,14
NA,"Hampden County, MA",25013,Unspecified dementia,F03,2022,2022,75-84 years,75-84,Female,F,68
NA,"Hampden County, MA",25013,Unspecified dementia,F03,2022,2022,75-84 years,75-84,Male,M,42
NA,"Hampden County, MA",25013,Unspecified dementia,F03,2022,2022,85+ years,85+,Female,F,227
NA,"Hampden County, MA",25013,Unspecified dementia,F03,2022,2022,85+ years,85+,Male,M,79
NA,"Hampden County, MA",25013,Unspecified dementia,F03,2023,2023,65-74 years,65-74,Female,F,13
NA,"Hampden County, MA",25013,Unspecified dementia,F03,2023,2023,65-74 years,65-74,Male,M,18
NA,"Hampden County, MA",25013,Unspecified dementia,F03,2023,2023,75-84 years,75-84,Female,F,69
NA,"Hampden County, MA",25013,Unspecified dementia,F03,2023,2023,75-84 years,75-84,Male,M,40
NA,"Hampden County, MA",25013,Unspecified dementia,F03,2023,2023,85+ years,85+,Female,F,207
NA,"Hampden County, MA",25013,Unspecified dementia,F03,2023,2023,85+ years,85+,Male,M,86
NA,"Hampden County, MA",25013,Parkinson disease,G20,2021,2021,75-84 years,75-84,Male,M,15
NA,"Hampden County, MA",25013,Parkinson disease,G20,2021,2021,85+ years,85+,Female,F,10
NA,"Hampden County, MA",25013,Parkinson disease,G20,2022,2022,75-84 years,75-84,Male,M,12
NA,"Hampden County, MA",25013,Parkinson disease,G20,2022,2022,85+ years,85+,Female,F,13
NA,"Hampden County, MA",25013,Parkinson disease,G20,2023,2023,75-84 years,75-84,Male,M,17
NA,"Hampden County, MA",25013,"Alzheimer disease, unspecified",G30.9,2021,2021,75-84 years,75-84,Female,F,18
NA,"Hampden County, MA",25013,"Alzheimer disease, unspecified",G30.9,2021,2021,85+ years,85+,Female,F,33
NA,"Hampden County, MA",25013,"Alzheimer disease, unspecified",G30.9,2022,2022,75-84 years,75-84,Female,F,10
NA,"Hampden County, MA",25013,"Alzheimer disease, unspecified",G30.9,2022,2022,85+ years,85+,Female,F,24
NA,"Hampden County, MA",25013,"Alzheimer disease, unspecified",G30.9,2023,2023,75-84 years,75-84,Female,F,16
NA,"Hampden County, MA",25013,"Alzheimer disease, unspecified",G30.9,2023,2023,85+ years,85+,Female,F,23
NA,"Hampden County, MA",25013,"Alzheimer disease, unspecified",G30.9,2023,2023,85+ years,85+,Male,M,10
NA,"Hampden County, MA",25013,"Senile degeneration of brain, not elsewhere classified",G31.1,2021,2021,85+ years,85+,Female,F,10
NA,"Hampden County, MA",25013,"Senile degeneration of brain, not elsewhere classified",G31.1,2022,2022,85+ years,85+,Female,F,12
NA,"Hampden County, MA",25013,"Senile degeneration of brain, not elsewhere classified",G31.1,2023,2023,85+ years,85+,Female,F,10
NA,"Hampden County, MA",25013,Essential (primary) hypertension,I10,2021,2021,75-84 years,75-84,Male,M,10
NA,"Hampden County, MA",25013,Essential (primary) hypertension,I10,2022,2022,65-74 years,65-74,Male,M,13
NA,"Hampden County, MA",25013,Essential (primary) hypertension,I10,2023,2023,85+ years,85+,Female,F,11
NA,"Hampden County, MA",25013,Hypertensive heart disease with (congestive) heart failure,I11.0,2023,2023,85+ years,85+,Female,F,10
NA,"Hampden County, MA",25013,"Acute myocardial infarction, unspecified",I21.9,2021,2021,55-64 years,55-64,Male,M,15
NA,"Hampden County, MA",25013,"Acute myocardial infarction, unspecified",I21.9,2021,2021,65-74 years,65-74,Male,M,26
NA,"Hampden County, MA",25013,"Acute myocardial infarction, unspecified",I21.9,2021,2021,75-84 years,75-84,Female,F,14
NA,"Hampden County, MA",25013,"Acute myocardial infarction, unspecified",I21.9,2021,2021,75-84 years,75-84,Male,M,20
